"","X1","lon","lat","FOR_TYPE","COVER","HEIGHT","rf","arf7","arf14","arf28","arf60","arf90","arf180","arf360","arf720","se","ase7","ase14","ase28","ase60","ase90","ase180","ase360","ase720","maxt","amaxt7","amaxt14","amaxt28","amaxt60","amaxt90","amaxt180","amaxt360","amaxt720","mint","amint7","amint14","amint28","amint60","amint90","amint180","amint360","amint720","dist_cfa","dist_camp","ws","aws_m0","aws_m1","aws_m3","aws_m6","aws_m12","aws_m24","dist_road","month","day","wod","new_cause"
"776",776,142.189995,-38.12,"Non forest",6,6,3.4,0.714285714285714,0.4,0.428571428571429,0.656666666666667,1.31166666666667,1.84888888888889,1.86222222222222,1.96388888888889,16.7,24.8142857142857,23.15,22.4714285714286,19.66,15.4841666666667,12.6466666666667,14.1555555555556,14.315,20.1,27.8428571428571,25.9214285714286,26.1464285714286,25.5166666666667,23.5066666666667,20.3827777777778,19.2275,19.0804166666667,11.1,11.9857142857143,12.5428571428571,13.2392857142857,12.9833333333333,11.5158333333333,9.89388888888889,8.89194444444444,8.65,7402.96785367465,46745.406383464,3.128,6.77279913138139,7.47553855966205,7.48643304035817,6.4793030268194,5.89326241986247,5.76887263094635,1439.67973330255,"Jan",3,6,"accident"
"777",777,142.67999,-37.96,"Non forest",6,6,0,0.542857142857143,0.271428571428571,0.457142857142857,0.51,1.27166666666667,1.51555555555556,1.33777777777778,1.52111111111111,13.7,24.5714285714286,23.4285714285714,23.0642857142857,20.0016666666667,15.7208333333333,12.9116666666667,14.2816666666667,14.4719444444444,20.3,30.2428571428571,29.6714285714286,30,28.215,25.2566666666667,21.535,20.3280555555556,20.2338888888889,9.9,9.08571428571429,10.3642857142857,11.4857142857143,11.5366666666667,10.1383333333333,8.52166666666667,7.7275,7.59236111111111,4131.59090063665,89278.2294466907,10.6282258064516,11.7345429038911,13.0251936227199,12.7392097334392,12.3027182456853,11.7287084564243,11.7558209838768,50.1633908744019,"Jan",3,6,"lightning"
"778",778,141.14,-38.089995,"Softwood plantation",4,4,0.6,0.571428571428571,0.285714285714286,0.321428571428571,0.52,1.15333333333333,1.73444444444444,1.83777777777778,1.80888888888889,18.5,27.2,25,23.8964285714286,20.0516666666667,15.585,12.6483333333333,13.9802777777778,14.2091666666667,19.4,30.4,28.7571428571429,29.1857142857143,27.4116666666667,24.455,20.9777777777778,19.9522222222222,19.9230555555556,11.3,10.8571428571429,11.9928571428571,13.2964285714286,12.9233333333333,11.5591666666667,9.73,8.75361111111111,8.57791666666667,12906.383420915,22332.8066743631,3.128,6.77279913138139,7.47553855966205,7.48643304035817,6.4793030268194,5.89326241986247,5.76887263094635,82.201071125048,"Jan",3,6,"lightning"
"779",779,141.60001,-34.9,"Non forest",6,6,1,0.342857142857143,0.171428571428571,0.207142857142857,0.0966666666666667,0.206666666666667,0.386666666666667,0.56,0.481527777777778,18.4,28.6571428571429,27.1142857142857,25.9142857142857,23.5883333333333,18.9866666666667,15.7111111111111,17.3122222222222,17.5015277777778,25.8,35.4714285714286,38.0357142857143,37.2785714285714,34.41,30.4575,25.7216666666667,25.1572222222222,25.1325,12.3,15.2142857142857,18.1785714285714,18.3785714285714,16.5583333333333,13.8991666666667,11.1772222222222,10.3061111111111,10.2027777777778,35582.263862912,72393.5868950016,13.8359375,11.3826046430053,11.744372594898,11.7091701931197,11.4064098696531,10.6759099905067,10.6389255061538,731.975652045335,"Jan",3,6,"lightning"
"780",780,147.72,-36.5,"Eucalypt Tall Closed",3,3,10.4,2.54285714285714,1.9,1.85,1.48333333333333,1.93166666666667,2.16666666666667,2.26388888888889,2.26305555555556,21.9,29.2714285714286,26.2714285714286,24.1535714285714,22.8516666666667,17.8825,14.4683333333333,15.9347222222222,15.9227777777778,23,27.4714285714286,31.1714285714286,30.1392857142857,29.2233333333333,26.0116666666667,21.7066666666667,20.8433333333333,21.0547222222222,18.4,13.7857142857143,15.7714285714286,15.5821428571429,13.6433333333333,10.7241666666667,8.225,7.66361111111111,7.66055555555556,20311.903675246,5658.83755274156,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,8.01467082401232,8.07212084257428,1358.25886557631,"Jan",3,6,"lightning"
"781",781,143.431108888889,-38.5599955555556,"Eucalypt Medium Woodland",1,2,26.2,7.22857142857143,3.7,2.10714285714286,1.39666666666667,2.08,2.43666666666667,2.56833333333333,2.52138888888889,10,25.2714285714286,23.6928571428571,22.5821428571429,19.0133333333333,14.6925,11.945,13.545,13.7104166666667,15.9,23.5285714285714,22.3,22.8178571428571,21.9883333333333,20.5741666666667,18.3777777777778,17.6347222222222,17.5525,11,14.7,15.0571428571429,15.875,15.4716666666667,13.995,12.4488888888889,11.5452777777778,11.3555555555556,3463.16547857165,16299.5248535222,10.6282258064516,11.7345429038911,13.0251936227199,12.7392097334392,12.3027182456853,11.7287084564243,11.7558209838768,525.281453537939,"Jan",3,6,"lightning"
"782",782,148.18666,-36.6866666666667,"Other native forest",5,5,12.6,7.05714285714286,3.8,2.52857142857143,1.76333333333333,1.25333333333333,1.35777777777778,1.66722222222222,1.55861111111111,8.1,21.3,20.7785714285714,20.1928571428571,19.2266666666667,15.76,13.07,14.7711111111111,14.8781944444444,16.1,22.0714285714286,25.8214285714286,25.3392857142857,24.4433333333333,22.5941666666667,18.7166666666667,17.6969444444444,17.7683333333333,9.9,9.37142857142857,12.6928571428571,12.4642857142857,11.29,9.96083333333333,7.75777777777778,6.92388888888889,6.86402777777778,23064.8315392952,28078.8042660279,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,7.95282417403915,8.02846349932285,6287.90177448949,"Jan",3,6,"lightning"
"783",783,143.44,-37.83,"Non forest",6,6,0.6,0.571428571428571,0.285714285714286,0.335714285714286,0.323333333333333,0.888333333333333,1.10333333333333,1.15888888888889,1.24861111111111,13.5,25.2285714285714,24.0928571428571,23.475,20.8933333333333,16.4725,13.4688888888889,14.8463888888889,15.0673611111111,19.2,30.6714285714286,31.3,30.9714285714286,28.675,25.2783333333333,21.2388888888889,20.3702777777778,20.1695833333333,11,8.95714285714286,10.4571428571429,11.8178571428571,11.43,9.85416666666667,8.175,7.06777777777778,7.08361111111111,7214.45564447254,30354.6536088017,10.6282258064516,11.7345429038911,13.0251936227199,12.7392097334392,12.3027182456853,11.7287084564243,11.7558209838768,1276.29154372482,"Jan",3,6,"lightning"
"784",784,147.88,-36.12,"Eucalypt Medium Woodland",1,2,10.4,2.11428571428571,1.73571428571429,1.56785714285714,1.05833333333333,1.34666666666667,1.56,1.87222222222222,1.72222222222222,16,26.6571428571429,23,22.2607142857143,21.86,17.7733333333333,14.4677777777778,16.185,16.1233333333333,24.2,29.1,32.7642857142857,31.7571428571429,31.3366666666667,27.7441666666667,22.7855555555556,22.0013888888889,21.9919444444444,18.4,13.5428571428571,15.5714285714286,14.9464285714286,12.4933333333333,10.0008333333333,7.17277777777778,6.51722222222222,6.44930555555556,8777.4859084768,11219.0335670432,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,8.01467082401232,8.07212084257428,1708.0134731444,"Jan",3,6,"lightning"
"785",785,148.34,-36.86,"Eucalypt Medium Woodland",1,2,12.6,7.05714285714286,3.8,2.52857142857143,1.76333333333333,1.51833333333333,1.55111111111111,1.76388888888889,1.64194444444444,8.1,21.3,20.7785714285714,20.1928571428571,19.2266666666667,15.76,13.07,14.7711111111111,14.8781944444444,16.1,22.0714285714286,25.8214285714286,25.3392857142857,24.4433333333333,22.4658333333333,18.5788888888889,17.6280555555556,17.6666666666667,9.9,9.37142857142857,12.6928571428571,12.4642857142857,11.29,9.90833333333333,7.80722222222222,6.94861111111111,6.89111111111111,25828.7532590973,40392.7776552976,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,7.95384747341862,8.03048485220893,772.686533790501,"Jan",3,6,"lightning"
"786",786,141.979997,-37.907997,"Non forest",6,6,1.2,0.628571428571429,0.314285714285714,0.385714285714286,0.42,1.06833333333333,1.39111111111111,1.57222222222222,1.50527777777778,11.5,24.8714285714286,24.1,23.4821428571429,20.4616666666667,16.1275,13.1577777777778,14.5736111111111,14.8416666666667,19.5,30.9142857142857,30.55,30.5,28.19,24.7941666666667,20.8527777777778,19.6577777777778,19.6116666666667,11,10.9714285714286,12.0142857142857,12.8214285714286,12.59,11.0166666666667,9.21222222222222,8.12083333333333,7.92194444444444,2897.47753944393,37631.1271941624,3.128,6.77279913138139,7.47553855966205,7.48643304035817,6.4793030268194,5.89326241986247,5.76887263094635,173.574143549801,"Jan",3,6,"lightning"
"787",787,147.5,-37.42,"Eucalypt Tall Open",2,3,8,2.2,3.14285714285714,2.53571428571429,1.49666666666667,1.45666666666667,1.39666666666667,1.47055555555556,1.42361111111111,18.8,25.6428571428571,24.0571428571429,22.5142857142857,20.8566666666667,16.705,13.8244444444444,15.5252777777778,15.6866666666667,21.2,25.8428571428571,29.4285714285714,27.9571428571429,27.085,24.4533333333333,20.2555555555556,19.2766666666667,19.35375,13.2,8.94285714285714,12.3642857142857,12.025,10.4,8.32916666666667,6.18333333333333,5.57416666666667,5.55152777777778,22724.9460439496,3712.80463253417,7.96153846153846,9.18737453959756,9.10083934531023,9.39101257264612,8.84359986026539,8.22241553748237,8.30329247801656,244.198943193558,"Jan",3,6,"lightning"
"788",788,142.02,-38.06,"Non forest",6,6,0.2,0.4,0.214285714285714,0.264285714285714,0.556666666666667,1.24,1.72888888888889,1.73833333333333,1.62083333333333,20.2,25.2,22.9785714285714,22.5,19.8433333333333,15.64,12.7227777777778,14.3805555555556,14.475,18.8,24.8,23.6785714285714,24.8785714285714,23.7116666666667,22.145,19.7188888888889,18.9261111111111,18.8459722222222,12.1,14.4142857142857,14.9214285714286,14.6321428571429,14.545,13.0516666666667,11.3644444444444,10.5088888888889,10.3308333333333,3547.71791658066,35563.9947464895,3.128,6.77279913138139,7.47553855966205,7.48643304035817,6.4793030268194,5.89326241986247,5.76887263094635,274.536998932054,"Jan",3,6,"accident"
"789",789,147.72,-36.5,"Eucalypt Tall Closed",3,3,10.4,2.54285714285714,1.9,1.85,1.48333333333333,1.93166666666667,2.16666666666667,2.26388888888889,2.26305555555556,21.9,29.2714285714286,26.2714285714286,24.1535714285714,22.8516666666667,17.8825,14.4683333333333,15.9347222222222,15.9227777777778,23,27.4714285714286,31.1714285714286,30.1392857142857,29.2233333333333,26.0116666666667,21.7066666666667,20.8433333333333,21.0547222222222,18.4,13.7857142857143,15.7714285714286,15.5821428571429,13.6433333333333,10.7241666666667,8.225,7.66361111111111,7.66055555555556,20311.903675246,5658.83755274156,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,8.01467082401232,8.07212084257428,1358.25886557631,"Jan",3,6,"lightning"
"790",790,148.36,-36.86,"Eucalypt Medium Open",2,2,12.6,7.05714285714286,3.8,2.52857142857143,1.76333333333333,1.51833333333333,1.55111111111111,1.76388888888889,1.64194444444444,8.1,21.3,20.7785714285714,20.1928571428571,19.2266666666667,15.76,13.07,14.7711111111111,14.8781944444444,16.1,22.0714285714286,25.8214285714286,25.3392857142857,24.4433333333333,22.4658333333333,18.5788888888889,17.6280555555556,17.6666666666667,9.9,9.37142857142857,12.6928571428571,12.4642857142857,11.29,9.90833333333333,7.80722222222222,6.94861111111111,6.89111111111111,24972.4294782026,40663.393496792,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,7.95384747341862,8.03048485220893,2388.42942629986,"Jan",3,6,"lightning"
"791",791,147.5,-37.42,"Eucalypt Tall Open",2,3,8,2.2,3.14285714285714,2.53571428571429,1.49666666666667,1.45666666666667,1.39666666666667,1.47055555555556,1.42361111111111,18.8,25.6428571428571,24.0571428571429,22.5142857142857,20.8566666666667,16.705,13.8244444444444,15.5252777777778,15.6866666666667,21.2,25.8428571428571,29.4285714285714,27.9571428571429,27.085,24.4533333333333,20.2555555555556,19.2766666666667,19.35375,13.2,8.94285714285714,12.3642857142857,12.025,10.4,8.32916666666667,6.18333333333333,5.57416666666667,5.55152777777778,22724.9460439496,3712.80463253417,7.96153846153846,9.18737453959756,9.10083934531023,9.39101257264612,8.84359986026539,8.22241553748237,8.30329247801656,244.198943193558,"Jan",3,6,"lightning"
"792",792,141.87,-38.12,"Hardwood plantation",4,4,7,1.8,0.9,0.685714285714286,1.10666666666667,1.885,2.53666666666667,2.45166666666667,2.28527777777778,19.8,25.1857142857143,22.6785714285714,21.5321428571429,18.915,15.1133333333333,12.3127777777778,13.9083333333333,14.1476388888889,17.9,23.2142857142857,21.5142857142857,21.6178571428571,21.3033333333333,20.1925,18.21,17.4369444444444,17.4418055555556,13.1,15.3857142857143,15.7857142857143,16.4321428571429,15.78,14.0883333333333,12.3805555555556,11.5436111111111,11.26125,9485.4610829287,20762.1832235265,3.128,6.77279913138139,7.47553855966205,7.48643304035817,6.4793030268194,5.89326241986247,5.76887263094635,287.517544474541,"Jan",3,6,"lightning"
"793",793,147.86,-36.4,"Eucalypt Medium Open",2,2,10.4,2.11428571428571,1.73571428571429,1.56785714285714,1.05833333333333,1.34666666666667,1.56,1.87222222222222,1.72222222222222,16,26.6571428571429,23,22.2607142857143,21.86,17.7733333333333,14.4677777777778,16.185,16.1233333333333,24.2,29.1,32.7642857142857,31.7571428571429,31.3366666666667,27.7441666666667,22.7855555555556,22.0013888888889,21.9919444444444,18.4,13.5428571428571,15.5714285714286,14.9464285714286,12.4933333333333,10.0008333333333,7.17277777777778,6.51722222222222,6.44930555555556,10923.0505902486,7751.2062423524,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,8.01467082401232,8.07212084257428,1106.5865841026,"Jan",3,6,"lightning"
"794",794,148.92,-37.41,"Eucalypt Tall Open",2,3,11,6.28571428571429,5.27142857142857,3.36428571428571,2.48666666666667,1.85,1.7,1.88888888888889,1.95055555555556,1.2,18.1142857142857,18.2285714285714,19.0107142857143,18.4716666666667,15.2716666666667,12.6038888888889,14.0877777777778,14.3675,14.2,23.0285714285714,26.2642857142857,26.3714285714286,25.425,23.395,19.7222222222222,19.305,19.2436111111111,11.4,11.7,14.9,14.7571428571429,13.5583333333333,12.2808333333333,10.2627777777778,9.36111111111111,9.31986111111111,21430.1971239981,2484.64446198755,4.35,5.28561387053042,6.55338122072718,6.71391207350889,6.66141844520495,5.88851200671884,5.90551806096133,967.570552256087,"Jan",3,6,"lightning"
"795",795,147.62,-37.36,"Eucalypt Tall Open",2,3,8,2.2,3.14285714285714,2.53571428571429,1.49666666666667,1.46333333333333,1.40111111111111,1.47277777777778,1.42,18.8,25.6428571428571,24.0571428571429,22.5142857142857,20.8566666666667,16.705,13.8244444444444,15.5252777777778,15.6866666666667,21.2,25.8428571428571,29.4285714285714,27.9571428571429,27.085,24.4666666666667,20.2644444444444,19.2752777777778,19.3530555555556,13.2,8.94285714285714,12.3642857142857,12.025,10.4,8.32916666666667,6.18333333333333,5.57416666666667,5.55152777777778,14056.388279192,5895.83525726748,7.96153846153846,9.18737453959756,9.10083934531023,9.39101257264612,8.84359986026539,8.22241553748237,8.30329247801656,176.599960499971,"Jan",3,6,"lightning"
"796",796,147.62,-37.36,"Eucalypt Tall Open",2,3,8,2.2,3.14285714285714,2.53571428571429,1.49666666666667,1.46333333333333,1.40111111111111,1.47277777777778,1.42,18.8,25.6428571428571,24.0571428571429,22.5142857142857,20.8566666666667,16.705,13.8244444444444,15.5252777777778,15.6866666666667,21.2,25.8428571428571,29.4285714285714,27.9571428571429,27.085,24.4666666666667,20.2644444444444,19.2752777777778,19.3530555555556,13.2,8.94285714285714,12.3642857142857,12.025,10.4,8.32916666666667,6.18333333333333,5.57416666666667,5.55152777777778,14056.388279192,5895.83525726748,7.96153846153846,9.18737453959756,9.10083934531023,9.39101257264612,8.84359986026539,8.22241553748237,8.30329247801656,176.599960499971,"Jan",3,6,"lightning"
"797",797,147.73999,-36.32,"Eucalypt Medium Woodland",1,2,10.4,2.11428571428571,1.73571428571429,1.56785714285714,1.05833333333333,1.34666666666667,1.56,1.87222222222222,1.72222222222222,16,26.6571428571429,23,22.2607142857143,21.86,17.7733333333333,14.4677777777778,16.185,16.1233333333333,24.2,29.1,32.7642857142857,31.7571428571429,31.3366666666667,27.7441666666667,22.7855555555556,22.0013888888889,21.9919444444444,18.4,13.5428571428571,15.5714285714286,14.9464285714286,12.4933333333333,10.0008333333333,7.17277777777778,6.51722222222222,6.44930555555556,10122.4632839191,18086.9766153354,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,8.01467082401232,8.07212084257428,43.5539562757946,"Jan",3,6,"lightning"
"798",798,147.62,-37.36,"Eucalypt Tall Open",2,3,8,2.2,3.14285714285714,2.53571428571429,1.49666666666667,1.46333333333333,1.40111111111111,1.47277777777778,1.42,18.8,25.6428571428571,24.0571428571429,22.5142857142857,20.8566666666667,16.705,13.8244444444444,15.5252777777778,15.6866666666667,21.2,25.8428571428571,29.4285714285714,27.9571428571429,27.085,24.4666666666667,20.2644444444444,19.2752777777778,19.3530555555556,13.2,8.94285714285714,12.3642857142857,12.025,10.4,8.32916666666667,6.18333333333333,5.57416666666667,5.55152777777778,14056.388279192,5895.83525726748,7.96153846153846,9.18737453959756,9.10083934531023,9.39101257264612,8.84359986026539,8.22241553748237,8.30329247801656,176.599960499971,"Jan",3,6,"lightning"
"799",799,148.2,-36.6,"Eucalypt Medium Open",2,2,10.4,2.11428571428571,1.73571428571429,1.56785714285714,1.05833333333333,1.34666666666667,1.56,1.87222222222222,1.72222222222222,16,26.6571428571429,23,22.2607142857143,21.86,17.7733333333333,14.4677777777778,16.185,16.1233333333333,24.2,29.6857142857143,33.0571428571429,32.0321428571429,31.5316666666667,27.9775,22.995,22.1841666666667,22.1443055555556,18.4,12.7,15.15,14.7464285714286,12.3083333333333,9.7575,7.02111111111111,6.42166666666667,6.36597222222222,14416.2452980755,24026.5082305958,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,7.95282417403915,8.02846349932285,5636.58896366013,"Jan",3,6,"lightning"
"800",800,147.5,-37.42,"Eucalypt Tall Open",2,3,8,2.2,3.14285714285714,2.53571428571429,1.49666666666667,1.45666666666667,1.39666666666667,1.47055555555556,1.42361111111111,18.8,25.6428571428571,24.0571428571429,22.5142857142857,20.8566666666667,16.705,13.8244444444444,15.5252777777778,15.6866666666667,21.2,25.8428571428571,29.4285714285714,27.9571428571429,27.085,24.4533333333333,20.2555555555556,19.2766666666667,19.35375,13.2,8.94285714285714,12.3642857142857,12.025,10.4,8.32916666666667,6.18333333333333,5.57416666666667,5.55152777777778,22724.9460439496,3712.80463253417,7.96153846153846,9.18737453959756,9.10083934531023,9.39101257264612,8.84359986026539,8.22241553748237,8.30329247801656,244.198943193558,"Jan",3,6,"lightning"
"801",801,149.64,-37.48,"Non forest",6,6,13.2,8.74285714285714,4.62857142857143,3.32142857142857,1.94,1.21166666666667,1.84777777777778,2.10833333333333,1.86972222222222,13,21.6285714285714,19.9571428571429,20.8178571428571,19.9166666666667,15.7925,13.1427777777778,14.7561111111111,14.8258333333333,20.9,23.5428571428571,24.7,25.0928571428571,24.9133333333333,23.5783333333333,21.03,20.2913888888889,20.1834722222222,15.6,13.7142857142857,16.8714285714286,17.025,16.1816666666667,14.1691666666667,11.9555555555556,10.9086111111111,10.9977777777778,3526.70357555299,34320.7917784212,4.35,5.28561387053042,6.55338122072718,6.71391207350889,6.66141844520495,5.88851200671884,5.90551806096133,28.0408281604003,"Jan",3,6,"accident"
"802",802,148.2,-36.6,"Eucalypt Medium Open",2,2,10.4,2.11428571428571,1.73571428571429,1.56785714285714,1.05833333333333,1.34666666666667,1.56,1.87222222222222,1.72222222222222,16,26.6571428571429,23,22.2607142857143,21.86,17.7733333333333,14.4677777777778,16.185,16.1233333333333,24.2,29.6857142857143,33.0571428571429,32.0321428571429,31.5316666666667,27.9775,22.995,22.1841666666667,22.1443055555556,18.4,12.7,15.15,14.7464285714286,12.3083333333333,9.7575,7.02111111111111,6.42166666666667,6.36597222222222,14416.2452980755,24026.5082305958,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,7.95282417403915,8.02846349932285,5636.58896366013,"Jan",3,6,"lightning"
"803",803,147.62,-37.36,"Eucalypt Tall Open",2,3,8,2.2,3.14285714285714,2.53571428571429,1.49666666666667,1.46333333333333,1.40111111111111,1.47277777777778,1.42,18.8,25.6428571428571,24.0571428571429,22.5142857142857,20.8566666666667,16.705,13.8244444444444,15.5252777777778,15.6866666666667,21.2,25.8428571428571,29.4285714285714,27.9571428571429,27.085,24.4666666666667,20.2644444444444,19.2752777777778,19.3530555555556,13.2,8.94285714285714,12.3642857142857,12.025,10.4,8.32916666666667,6.18333333333333,5.57416666666667,5.55152777777778,14056.388279192,5895.83525726748,7.96153846153846,9.18737453959756,9.10083934531023,9.39101257264612,8.84359986026539,8.22241553748237,8.30329247801656,176.599960499971,"Jan",3,6,"lightning"
"804",804,148.82001,-37.36,"Eucalypt Tall Open",2,3,11,6.28571428571429,5.27142857142857,3.36428571428571,2.48666666666667,1.85,1.7,1.88888888888889,1.95055555555556,1.2,18.1142857142857,18.2285714285714,19.0107142857143,18.4716666666667,15.2716666666667,12.6038888888889,14.0877777777778,14.3675,14.2,23.0285714285714,26.2642857142857,26.3714285714286,25.425,23.395,19.7222222222222,19.2833333333333,19.2327777777778,11.4,11.7,14.9,14.7571428571429,13.5583333333333,12.2808333333333,10.2627777777778,9.29,9.28430555555556,11099.7058260763,8189.1163253914,4.35,5.28561387053042,6.55338122072718,6.71391207350889,6.66141844520495,5.88851200671884,5.90551806096133,272.13914641875,"Jan",3,6,"lightning"
"805",805,147.88,-36.12,"Eucalypt Medium Woodland",1,2,10.4,2.11428571428571,1.73571428571429,1.56785714285714,1.05833333333333,1.34666666666667,1.56,1.87222222222222,1.72222222222222,16,26.6571428571429,23,22.2607142857143,21.86,17.7733333333333,14.4677777777778,16.185,16.1233333333333,24.2,29.1,32.7642857142857,31.7571428571429,31.3366666666667,27.7441666666667,22.7855555555556,22.0013888888889,21.9919444444444,18.4,13.5428571428571,15.5714285714286,14.9464285714286,12.4933333333333,10.0008333333333,7.17277777777778,6.51722222222222,6.44930555555556,8777.4859084768,11219.0335670432,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,8.01467082401232,8.07212084257428,1708.0134731444,"Jan",3,6,"lightning"
"806",806,147.62,-37.36,"Eucalypt Tall Open",2,3,8,2.2,3.14285714285714,2.53571428571429,1.49666666666667,1.46333333333333,1.40111111111111,1.47277777777778,1.42,18.8,25.6428571428571,24.0571428571429,22.5142857142857,20.8566666666667,16.705,13.8244444444444,15.5252777777778,15.6866666666667,21.2,25.8428571428571,29.4285714285714,27.9571428571429,27.085,24.4666666666667,20.2644444444444,19.2752777777778,19.3530555555556,13.2,8.94285714285714,12.3642857142857,12.025,10.4,8.32916666666667,6.18333333333333,5.57416666666667,5.55152777777778,14056.388279192,5895.83525726748,7.96153846153846,9.18737453959756,9.10083934531023,9.39101257264612,8.84359986026539,8.22241553748237,8.30329247801656,176.599960499971,"Jan",3,6,"lightning"
"807",807,147.98,-37.25999,"Eucalypt Tall Open",2,3,12.6,7.05714285714286,3.8,2.52857142857143,1.76333333333333,1.51833333333333,1.55111111111111,1.76388888888889,1.63916666666667,8.1,21.3,20.7785714285714,20.1928571428571,19.2266666666667,15.76,13.07,14.7711111111111,14.8781944444444,16.1,22.0714285714286,25.8214285714286,25.3392857142857,24.4433333333333,22.4658333333333,18.5788888888889,17.6280555555556,17.6666666666667,9.9,9.37142857142857,12.6928571428571,12.4642857142857,11.29,9.90833333333333,7.80722222222222,6.94861111111111,6.89111111111111,18268.5273804904,6266.67693118553,4.35,5.28561387053042,6.55338122072718,6.71391207350889,6.66141844520495,5.88851200671884,5.91110793626867,947.369608847023,"Jan",3,6,"lightning"
"808",808,147.94,-36.57999,"Eucalypt Tall Closed",3,3,10.4,2.54285714285714,1.85714285714286,1.82857142857143,1.47333333333333,1.92833333333333,2.00888888888889,2.17833333333333,2.13916666666667,21.9,29.2714285714286,26.2714285714286,24.1535714285714,22.8516666666667,17.8825,14.4683333333333,15.9427777777778,15.9268055555556,23,28.1857142857143,31.8785714285714,30.4928571428571,29.5083333333333,26.2316666666667,21.91,21.0933333333333,21.2994444444444,18.4,13.1142857142857,15.6714285714286,15.5321428571429,13.5716666666667,10.5991666666667,8.08222222222222,7.54027777777778,7.57138888888889,31908.3639941045,6679.48326009075,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,7.95282417403915,8.02846349932285,1730.39639321022,"Jan",3,6,"lightning"
"809",809,147.73999,-36.32,"Eucalypt Medium Woodland",1,2,10.4,2.11428571428571,1.73571428571429,1.56785714285714,1.05833333333333,1.34666666666667,1.56,1.87222222222222,1.72222222222222,16,26.6571428571429,23,22.2607142857143,21.86,17.7733333333333,14.4677777777778,16.185,16.1233333333333,24.2,29.1,32.7642857142857,31.7571428571429,31.3366666666667,27.7441666666667,22.7855555555556,22.0013888888889,21.9919444444444,18.4,13.5428571428571,15.5714285714286,14.9464285714286,12.4933333333333,10.0008333333333,7.17277777777778,6.51722222222222,6.44930555555556,10122.4632839191,18086.9766153354,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,8.01467082401232,8.07212084257428,43.5539562757946,"Jan",3,6,"lightning"
"810",810,141.84,-38.04,"Non forest",6,6,7,1.8,0.9,0.685714285714286,1.10666666666667,1.885,2.53666666666667,2.45166666666667,2.28416666666667,19.8,25.1857142857143,22.6785714285714,21.5321428571429,18.915,15.1133333333333,12.3127777777778,13.9083333333333,14.1476388888889,17.9,23.2142857142857,21.5142857142857,21.6178571428571,21.3033333333333,20.1925,18.21,17.4369444444444,17.4418055555556,13.1,15.3857142857143,15.7857142857143,16.4321428571429,15.78,14.0883333333333,12.3805555555556,11.5436111111111,11.26125,8926.59836383809,25648.7198871156,3.128,6.77279913138139,7.47553855966205,7.48643304035817,6.4793030268194,5.89326241986247,5.76887263094635,133.89293226186,"Jan",3,6,"accident"
"811",811,146.66,-36.92,"Eucalypt Medium Open",2,2,4.2,0.971428571428571,1.07142857142857,3.41428571428571,1.94333333333333,2.185,3.38555555555556,3.06666666666667,2.51208333333333,13.6,27.6571428571429,25.35,24.6571428571429,22.5966666666667,17.7891666666667,14.4744444444444,15.9766666666667,16.0197222222222,23.2,26.2428571428571,28.9214285714286,26.5892857142857,25.865,21.9433333333333,17.9844444444444,17.0336111111111,17.3891666666667,16.5,11.4,14.2857142857143,12.9107142857143,11.8733333333333,9.25083333333333,6.69777777777778,5.98805555555556,6.22388888888889,24439.1483975546,4326.24236570176,13.8359375,11.3826046430053,11.744372594898,11.7091701931197,11.4094699419204,10.6817585383529,10.6418497800769,319.386645579264,"Jan",3,6,"lightning"
"812",812,147.94,-36.57999,"Eucalypt Tall Closed",3,3,10.4,2.54285714285714,1.85714285714286,1.82857142857143,1.47333333333333,1.92833333333333,2.00888888888889,2.17833333333333,2.13916666666667,21.9,29.2714285714286,26.2714285714286,24.1535714285714,22.8516666666667,17.8825,14.4683333333333,15.9427777777778,15.9268055555556,23,28.1857142857143,31.8785714285714,30.4928571428571,29.5083333333333,26.2316666666667,21.91,21.0933333333333,21.2994444444444,18.4,13.1142857142857,15.6714285714286,15.5321428571429,13.5716666666667,10.5991666666667,8.08222222222222,7.54027777777778,7.57138888888889,31908.3639941045,6679.48326009075,4.55208333333333,9.62890024442519,9.69086329008577,9.38764766499014,8.25539785176653,7.95282417403915,8.02846349932285,1730.39639321022,"Jan",3,6,"lightning"
